Epoch,CNN Train Loss,CNN Valid Loss
113,0.6042315202454726,0.6035205721855164
114,0.6038846373558044,0.5974850654602051
115,0.6036582340796789,0.6128345727920532
116,0.603765228142341,0.6116231083869934
117,0.6040566340088844,0.6020452380180359
118,0.6041154327491919,0.6015480756759644
119,0.6042483933269978,0.6087707281112671
120,0.6029844805598259,0.6067889332771301
121,0.6028014657398065,0.5850694179534912
122,0.6028511573870977,0.5996875762939453
123,0.6027144156396389,0.5885654091835022
124,0.6023944268623987,0.6085253953933716
125,0.6020129037400087,0.5855090022087097
126,0.6010451279580593,0.5985451936721802
127,0.601893120755752,0.597295880317688
128,0.6007922738790512,0.6074280142784119
129,0.6011269514759382,0.6051003932952881
130,0.6013979576528072,0.6011872291564941
131,0.5999703196187814,0.6026636362075806
132,0.5994841357072195,0.6010500192642212
133,0.6011155744393667,0.619162380695343
134,0.6005468182265759,0.6015275120735168
135,0.6000291605790457,0.6178216934204102
136,0.5995921219388644,0.6107245087623596
137,0.5992365802327791,0.6061459183692932
138,0.5991406838099161,0.6216556429862976
139,0.6004035100340843,0.5884501934051514
140,0.5999428331851959,0.5919578075408936
141,0.5995990075170994,0.5857693552970886
142,0.5981876316169897,0.6085641980171204
143,0.5992158638934294,0.603306233882904
144,0.5980780857304732,0.5990899205207825
145,0.598622748007377,0.5909327864646912
146,0.5976453100641569,0.5904474258422852
147,0.5986685877044996,0.5834407210350037
148,0.5991668614248434,0.597785472869873
149,0.5979715622961521,0.6020415425300598
150,0.5973609462380409,0.6069886684417725
151,0.5973675263424715,0.5879871845245361
152,0.5975311646858851,0.5911531448364258
153,0.5973021897176901,0.6053944230079651
154,0.5958568987747034,0.6043425798416138
155,0.5961091356972853,0.5891551971435547
156,0.5966627759238085,0.5902583003044128
157,0.5952282038827738,0.6093616485595703
158,0.5950532406568527,0.6022925972938538
159,0.5968176747361819,0.5956363081932068
160,0.5957951309780279,0.6001847386360168
161,0.595053855329752,0.5881982445716858
162,0.5955319193502268,0.5873634815216064
163,0.594538863748312,0.6034036874771118
164,0.5959941645463308,0.5952765345573425
165,0.5946561122934023,0.5863559246063232
166,0.5940983258187771,0.5850104093551636
167,0.5942599140107632,0.5964430570602417
168,0.5927978356679281,0.5878799557685852
169,0.5944345407187939,0.5873593091964722
170,0.5936262855927149,0.5824844837188721
171,0.5951203232010206,0.59730464220047
172,0.593676665176948,0.5934728980064392
173,0.5933717861771584,0.5984298586845398
174,0.593946727613608,0.5961561799049377
175,0.5934130822618803,0.588656485080719
176,0.5934513310591379,0.5949391722679138
177,0.5931213026245435,0.5876622796058655
178,0.5941049021979173,0.5845090746879578
179,0.5929358998934428,0.5951936841011047
180,0.5924433246254921,0.5818026661872864
181,0.5943253474930922,0.6097753643989563
182,0.5931340443591276,0.5826043486595154
183,0.59229792902867,0.6124325394630432
184,0.5927756167948246,0.5981820225715637
185,0.5922523811459541,0.5919358134269714
186,0.5930605940520763,0.5971300601959229
187,0.5924359150230885,0.5886548757553101
188,0.5922825274368128,0.5846641659736633
189,0.5914420758684477,0.5939273834228516
190,0.5928949664036433,0.5905957221984863
191,0.5927598973115286,0.5721395611763
192,0.592053234577179,0.5779825448989868
193,0.5909274046619734,0.5804157257080078
194,0.5911902748048306,0.5780516862869263
195,0.5918048620223999,0.6047168970108032
196,0.5918178136150042,0.5889517068862915
197,0.5922115097443262,0.5852893590927124
198,0.5934819380442301,0.57880699634552
199,0.5900013235708078,0.5931551456451416
200,0.5915881531933943,0.6043707132339478
201,0.5914066011706988,0.581470787525177
202,0.5902147715290388,0.6035630106925964
203,0.5907248010238012,0.5854820013046265
204,0.5891022210319837,0.5847862362861633
205,0.5927044898271561,0.6084588170051575
206,0.5916764711340269,0.5803138613700867
207,0.591684453189373,0.5834547281265259
208,0.5899440062542757,0.5939983129501343
209,0.5911447840432326,0.5925406217575073
210,0.5900539432962736,0.5848953723907471
211,0.5905872471630573,0.590658962726593
212,0.5903909889360269,0.5875869393348694
213,0.5900053431590399,0.5697123408317566
214,0.5901662806669871,0.5869114995002747
215,0.5893368336061636,0.5794583559036255
216,0.5903066086272398,0.5841774940490723
217,0.588940192013979,0.5911950469017029
218,0.5893116941054662,0.576085090637207
219,0.5900713180502256,0.6049538850784302
220,0.5902866212030252,0.5969364643096924
221,0.5901460175712904,0.6092914342880249
222,0.5902336041132609,0.593148410320282
223,0.5891960350175699,0.6137811541557312
224,0.5887906687955061,0.5678877234458923
225,0.588709719479084,0.5948017835617065
226,0.5884471237659454,0.5860356092453003
227,0.5887583680450916,0.5787729620933533
228,0.5891686752438545,0.5852299928665161
229,0.5880004738767942,0.5912928581237793
230,0.5890882089734077,0.5844480395317078
231,0.5888049950202306,0.5898925065994263
232,0.588851522654295,0.5927479267120361
233,0.5889415989319483,0.5880789160728455
234,0.5879858434200287,0.5916221141815186
235,0.5884357951581478,0.5739649534225464
236,0.5895569870869318,0.5847703218460083
237,0.5879470420380434,0.5859941244125366
238,0.5874223709106445,0.5835424065589905
239,0.5880667977035046,0.5809081792831421
240,0.5880017193655173,0.593474268913269
241,0.5886099152266979,0.5854546427726746
242,0.5887891612946987,0.5868877172470093
243,0.5870924182236195,0.5884100794792175
244,0.586633479843537,0.588875412940979
245,0.5872901901602745,0.5995970368385315
246,0.5874861615399519,0.5851951837539673
247,0.5869632177054882,0.5924365520477295
248,0.5882324154178301,0.5910906195640564
249,0.5880509540438652,0.601686954498291
250,0.5882156491279602,0.5788551568984985
251,0.5903379358351231,0.6025605797767639
252,0.5872989868124326,0.5914689302444458
253,0.587755652765433,0.5977433323860168
